count,name,search
100,reggae,Collie%20Buddz
71,dancehall,Collie%20Buddz
21,hip hop,Collie%20Buddz
100,progressive rock,Colosseum
61,doom metal,Colosseum
100,country,Craig%20Campbell
55,contemporary country,Craig%20Campbell
37,male vocalists,Craig%20Campbell
100,hip-hop,CRU
62,ambient,CRU
54,underground hip-hop,CRU
47,japanese,CRU
47,rap,CRU
100,christian,Crystal%20Lewis
67,gospel,Crystal%20Lewis
50,soul,Crystal%20Lewis
39,pop,Crystal%20Lewis
100,rock,Custom
74,canadian,Custom
40,alternative rock,Custom
27,alternative,Custom
14,metal,Custom
100,oldies,Cymarron
100,hip-hop,D-Block
86,rap,D-Block
71,new york,D-Block
49,east coast,D-Block
100,hip-hop,Da%20Backwudz
89,rap,Da%20Backwudz
78,dirty south,Da%20Backwudz
23,hip hop,Da%20Backwudz
100,country,Daryle%20Singletary
36,modern country,Daryle%20Singletary
28,male country,Daryle%20Singletary
16,pop,Daryle%20Singletary
100,60s,Dave%20Dee%2C%20Dozy%2C%20Beaky%2C%20Mick%20And%20Tich
50,rockabilly,Dave%20Dee%2C%20Dozy%2C%20Beaky%2C%20Mick%20And%20Tich
50,rock,Dave%20Dee%2C%20Dozy%2C%20Beaky%2C%20Mick%20And%20Tich
50,rock and roll,Dave%20Dee%2C%20Dozy%2C%20Beaky%2C%20Mick%20And%20Tich
100,smooth jazz,Dave%20Koz%20And%20Friends
50,instrumental,Dave%20Koz%20And%20Friends
34,jazz,Dave%20Koz%20And%20Friends
100,alternative rock,Dead%20By%20Sunrise
68,rock,Dead%20By%20Sunrise
51,nu metal,Dead%20By%20Sunrise
28,metal,Dead%20By%20Sunrise
100,black metal,Deafheaven
43,shoegaze,Deafheaven
100,folk,Deer%20Tick
93,alt-country,Deer%20Tick
81,indie,Deer%20Tick
55,singer-songwriter,Deer%20Tick
42,americana,Deer%20Tick
100,hip-hop,Del%20The%20Funky%20Homosapien
44,rap,Del%20The%20Funky%20Homosapien
43,underground hip-hop,Del%20The%20Funky%20Homosapien
39,hip hop,Del%20The%20Funky%20Homosapien
93,indie,Delta%20Spirit
90,indie rock,Delta%20Spirit
61,folk rock,Delta%20Spirit
53,rock,Delta%20Spirit
42,soul,Delta%20Spirit
100,hip-hop,Derek%20Minor
50,gospel,Derek%20Minor
100,punk,Descendents
71,punk rock,Descendents
45,hardcore punk,Descendents
35,pop punk,Descendents
31,hardcore,Descendents
100,ska,Desmond%20Dekker%20And%20The%20Aces
82,reggae,Desmond%20Dekker%20And%20The%20Aces
7,classic rock,Desmond%20Dekker%20And%20The%20Aces
7,metalcore,Desmond%20Dekker%20And%20The%20Aces
100,worship,Desperation%20Band
87,christian,Desperation%20Band
66,christian rock,Desperation%20Band
64,praise and worship,Desperation%20Band
100,rapcore,Deuce
51,hip hop,Deuce
50,rap,Deuce
30,electronic,Deuce
100,folk,Devendra%20Banhart
65,singer-songwriter,Devendra%20Banhart
60,indie,Devendra%20Banhart
100,indie,Divine%20Fits
89,indie rock,Divine%20Fits
63,electronic,Divine%20Fits
52,alternative,Divine%20Fits
23,pop,Divine%20Fits
75,rap,DJ%20Clay
100,trance,DJ%20Encore
98,dance,DJ%20Encore
61,electronic,DJ%20Encore
44,techno,DJ%20Encore
100,hip-hop,DJ%20ESCO
50,rap,DJ%20ESCO
25,american,DJ%20ESCO
25,trap,DJ%20ESCO
100,gangsta rap,DJ%20Pooh
100,west coast rap,DJ%20Pooh
40,g-funk,DJ%20Pooh
20,chillout,DJ%20Pooh
100,bluegrass,Doc%20Watson
87,folk,Doc%20Watson
80,country,Doc%20Watson
41,americana,Doc%20Watson
34,acoustic,Doc%20Watson
100,country,Don%20Gibson
64,classic country,Don%20Gibson
24,oldies,Don%20Gibson
99,christian,Don%20Moen
87,worship,Don%20Moen
47,praise and worship,Don%20Moen
100,blues,Don%20Nix
100,southern rock,Don%20Nix
50,rock,Don%20Nix
34,blues rock,Don%20Nix
100,gospel,Donald%20Lawrence%20%26%20The%20Tri-City%20Singers
100,rnb,Donnie%20Klang
69,pop,Donnie%20Klang
48,male vocalists,Donnie%20Klang
100,gospel,Dorinda%20Clark-Cole
50,female vocalists,Dorinda%20Clark-Cole
20,black gospel,Dorinda%20Clark-Cole
64,gospel,Dorothy%20Norwood
97,rock,Draco%20Rosa
50,latin,Draco%20Rosa
100,progressive rock,Dredg
52,alternative rock,Dredg
44,alternative,Dredg
35,rock,Dredg
25,progressive,Dredg
100,post-hardcore,Drop%20Dead%2C%20Gorgeous
88,screamo,Drop%20Dead%2C%20Gorgeous
56,hardcore,Drop%20Dead%2C%20Gorgeous
47,metalcore,Drop%20Dead%2C%20Gorgeous
41,emocore,Drop%20Dead%2C%20Gorgeous
100,lo-fi,Dum%20Dum%20Girls
64,female vocalists,Dum%20Dum%20Girls
100,acoustic,Dustin%20Kensrue
84,folk,Dustin%20Kensrue
66,singer-songwriter,Dustin%20Kensrue
47,indie,Dustin%20Kensrue
37,country,Dustin%20Kensrue
100,rnb,dvsn
53,soul,dvsn
24,electronic,dvsn
18,canadian,dvsn
100,death metal,Dying%20Fetus
36,grindcore,Dying%20Fetus
13,metal,Dying%20Fetus
100,hip-hop,E-40%20And%20Too%20%24hort
100,rap,E-40%20And%20Too%20%24hort
100,west coast rap,E-40%20And%20Too%20%24hort
70,latin,Ednita
60,pop,Ednita
60,female vocalists,Ednita
60,latin pop,Ednita
100,jazz,Elvis%20Costello%20%26%20Allen%20Toussaint
85,rhythm and blues,Elvis%20Costello%20%26%20Allen%20Toussaint
77,new orleans,Elvis%20Costello%20%26%20Allen%20Toussaint
39,soul,Elvis%20Costello%20%26%20Allen%20Toussaint
100,country,Emmylou%20Harris%20%26%20The%20Nash%20Ramblers
50,female vocalists,Emmylou%20Harris%20%26%20The%20Nash%20Ramblers
50,singer-songwriter,Emmylou%20Harris%20%26%20The%20Nash%20Ramblers
50,usa,Emmylou%20Harris%20%26%20The%20Nash%20Ramblers
50,90s,Emmylou%20Harris%20%26%20The%20Nash%20Ramblers
31,metal,Epica
27,female vocalists,Epica
100,female vocalists,Erin%20McCarley
71,indie,Erin%20McCarley
69,singer-songwriter,Erin%20McCarley
57,pop,Erin%20McCarley
36,rock,Erin%20McCarley
85,metalcore,Erra
22,post-hardcore,Erra
100,hip-hop,Fabolous%20%26%20Jadakiss
100,rap,Fabolous%20%26%20Jadakiss
100,progressive rock,Fantasy
18,psychedelic rock,Fantasy
100,emo,Far
93,alternative rock,Far
83,rock,Far
79,post-hardcore,Far
51,indie,Far
100,reggaeton,Farruko
100,folk,Fiction%20Family
75,acoustic,Fiction%20Family
63,alternative,Fiction%20Family
57,christian,Fiction%20Family
100,christian rock,Fireflight
83,rock,Fireflight
82,alternative rock,Fireflight
82,female vocalists,Fireflight
47,christian,Fireflight
100,metalcore,For%20The%20Fallen%20Dreams
55,hardcore,For%20The%20Fallen%20Dreams
48,melodic hardcore,For%20The%20Fallen%20Dreams
21,deathcore,For%20The%20Fallen%20Dreams
100,rock,Forever%20More
80,classic rock,Forever%20More
40,progressive rock,Forever%20More
40,psychedelic,Forever%20More
40,progressive,Forever%20More
100,garage rock,Foxboro%20Hottubs
59,rock,Foxboro%20Hottubs
48,rock and roll,Foxboro%20Hottubs
44,punk,Foxboro%20Hottubs
31,indie,Foxboro%20Hottubs
100,heavy metal,Fozzy
57,hard rock,Fozzy
52,metal,Fozzy
32,rock,Fozzy
100,rap,Frayser%20Boy
75,hip-hop,Frayser%20Boy
60,dirty south,Frayser%20Boy
56,southern rap,Frayser%20Boy
100,hip-hop,Freddie%20Gibbs
64,gangsta rap,Freddie%20Gibbs
63,rap,Freddie%20Gibbs
55,underground hip-hop,Freddie%20Gibbs
36,hip hop,Freddie%20Gibbs
100,hip-hop,Freddie%20Gibbs%20%26%20Madlib
75,rap,Freddie%20Gibbs%20%26%20Madlib
74,underground hip-hop,Freddie%20Gibbs%20%26%20Madlib
53,hip hop,Freddie%20Gibbs%20%26%20Madlib
100,garage rock,Fuzz
85,stoner rock,Fuzz
69,psychedelic rock,Fuzz
58,psychedelic,Fuzz
39,rock,Fuzz
49,hip-hop,G-Dragon
32,pop,G-Dragon
100,jazz,Gary%20McFarland
11,easy listening,Gary%20McFarland
100,new wave,Gary%20Myrick
17,80s,Gary%20Myrick
17,blues,Gary%20Myrick
17,punk rock,Gary%20Myrick
100,country,Gary%20Stewart
12,alt-country,Gary%20Stewart
100,soul,Gary%20Toms%20Empire
100,funk,Gary%20Toms%20Empire
100,60s,Gayle%20McCormick
100,70s,Gayle%20McCormick
67,pop,Gayle%20McCormick
67,rnb,Gayle%20McCormick
100,progressive rock,Geddy%20Lee
46,rock,Geddy%20Lee
44,hard rock,Geddy%20Lee
41,canadian,Geddy%20Lee
22,bass,Geddy%20Lee
100,comedy,George%20Lopez
38,stand-up,George%20Lopez
34,stand-up comedy,George%20Lopez
25,spoken word,George%20Lopez
21,funny,George%20Lopez
100,alternative rock,Gerard%20Way
97,rock,Gerard%20Way
82,alternative,Gerard%20Way
60,male vocalists,Gerard%20Way
100,heavy metal,Ghost%20B.C.
67,psychedelic rock,Ghost%20B.C.
60,doom metal,Ghost%20B.C.
46,psychedelic,Ghost%20B.C.
39,progressive rock,Ghost%20B.C.
100,hard rock,Gillan
38,classic rock,Gillan
29,heavy metal,Gillan
25,rock,Gillan
100,classic rock,Glass%20Harp
100,christian rock,Glass%20Harp
67,rock,Glass%20Harp
67,psychedelic rock,Glass%20Harp
50,christian,Glass%20Harp
100,post-hardcore,Glassjaw
58,hardcore,Glassjaw
36,screamo,Glassjaw
28,rock,Glassjaw
26,emo,Glassjaw
93,indie,Glasvegas
77,scottish,Glasvegas
56,shoegaze,Glasvegas
50,rock,Glasvegas
42,britpop,Glasvegas
100,metalcore,God%20Forbid
43,metal,God%20Forbid
38,thrash metal,God%20Forbid
21,melodic death metal,God%20Forbid
18,death metal,God%20Forbid
100,post-rock,Godspeed%20You%21%20Black%20Emperor
46,instrumental,Godspeed%20You%21%20Black%20Emperor
41,experimental,Godspeed%20You%21%20Black%20Emperor
35,ambient,Godspeed%20You%21%20Black%20Emperor
100,country,Gram%20Parsons
68,alt-country,Gram%20Parsons
65,singer-songwriter,Gram%20Parsons
51,americana,Gram%20Parsons
42,folk,Gram%20Parsons
100,soundtrack,Grease
57,70s,Grease
29,oldies,Grease
100,alternative rock,Green%20River%20Ordinance
74,rock,Green%20River%20Ordinance
53,alternative,Green%20River%20Ordinance
40,texas,Green%20River%20Ordinance
100,singer-songwriter,Greg%20Laswell
84,indie,Greg%20Laswell
59,alternative,Greg%20Laswell
32,rock,Greg%20Laswell
100,folk,Gregory%20Alan%20Isakov
89,singer-songwriter,Gregory%20Alan%20Isakov
75,acoustic,Gregory%20Alan%20Isakov
26,americana,Gregory%20Alan%20Isakov
15,indie,Gregory%20Alan%20Isakov
100,jazz,Gregory%20Porter
72,soul,Gregory%20Porter
42,vocal jazz,Gregory%20Porter
28,smooth jazz,Gregory%20Porter
12,jazz vocal,Gregory%20Porter
100,lo-fi,Guided%20By%20Voices
82,indie rock,Guided%20By%20Voices
80,indie,Guided%20By%20Voices
38,rock,Guided%20By%20Voices
38,alternative,Guided%20By%20Voices
100,country,Guy%20Clark
67,singer-songwriter,Guy%20Clark
56,americana,Guy%20Clark
49,folk,Guy%20Clark
38,texas,Guy%20Clark
100,thrash metal,Gwar
79,metal,Gwar
56,heavy metal,Gwar
37,punk,Gwar
100,heavy metal,Halford
32,metal,Halford
21,hard rock,Halford
19,power metal,Halford
100,country,Hank%20Williams
43,classic country,Hank%20Williams
31,folk,Hank%20Williams
29,singer-songwriter,Hank%20Williams
23,americana,Hank%20Williams
100,blues rock,Hard%20Working%20Americans
84,southern rock,Hard%20Working%20Americans
67,hard rock,Hard%20Working%20Americans
67,americana,Hard%20Working%20Americans
50,alt-country,Hard%20Working%20Americans
100,house,Hardwell
43,electro,Hardwell
41,dance,Hardwell
100,rockabilly,Havana%203%20A.M.
100,rock,Havana%203%20A.M.
56,punk,Havana%203%20A.M.
34,british,Havana%203%20A.M.
100,alt-country,Hayes%20Carll
69,country,Hayes%20Carll
66,singer-songwriter,Hayes%20Carll
64,americana,Hayes%20Carll
38,texas,Hayes%20Carll
100,rap,Haystak
93,southern rap,Haystak
77,dirty south,Haystak
39,hip-hop,Haystak
100,reggaeton,Hector%20%22El%20Father%22
20,latin,Hector%20%22El%20Father%22
43,latin,Hector%20Lavoe
100,pop punk,Hit%20The%20Lights
33,emo,Hit%20The%20Lights
32,rock,Hit%20The%20Lights
31,alternative,Hit%20The%20Lights
28,punk,Hit%20The%20Lights
100,pop,Hoku
62,female vocalists,Hoku
37,american,Hoku
27,female,Hoku
100,pop rock,Honor%20Society
94,pop punk,Honor%20Society
71,pop,Honor%20Society
65,rock,Honor%20Society
33,hip-hop,Honor%20Society
100,post-hardcore,Ice%20Nine%20Kills
34,screamo,Ice%20Nine%20Kills
30,emo,Ice%20Nine%20Kills
24,metalcore,Ice%20Nine%20Kills
22,rock,Ice%20Nine%20Kills
100,alternative rock,Icon%20For%20Hire
70,female vocalists,Icon%20For%20Hire
64,rock,Icon%20For%20Hire
52,alternative,Icon%20For%20Hire
49,hard rock,Icon%20For%20Hire
100,rap,Indo%20G
80,hip-hop,Indo%20G
100,rock,Infant%20Sorrow
93,comedy,Infant%20Sorrow
85,soundtrack,Infant%20Sorrow
72,alternative rock,Infant%20Sorrow
100,hip-hop,J%20Dilla
55,underground hip-hop,J%20Dilla
35,hip hop,J%20Dilla
100,jazz,Jaco%20Pastorius
62,bass,Jaco%20Pastorius
60,fusion,Jaco%20Pastorius
47,jazz fusion,Jaco%20Pastorius
37,funk,Jaco%20Pastorius
100,gospel,Jason%20Nelson
50,contemporary gospel,Jason%20Nelson
100,pop,Jennifer%20Love%20Hewitt
68,female vocalists,Jennifer%20Love%20Hewitt
38,rock,Jennifer%20Love%20Hewitt
33,american,Jennifer%20Love%20Hewitt
100,fusion,Jerry%20Goodman%20%26%20Jan%20Hammer
29,classic rock,Jerry%20Goodman%20%26%20Jan%20Hammer
29,jazz,Jerry%20Goodman%20%26%20Jan%20Hammer
100,soul,Jessie%20Ware
81,pop,Jessie%20Ware
68,electronic,Jessie%20Ware
63,female vocalists,Jessie%20Ware
31,chillout,Jessie%20Ware
100,under 2000 listeners,Jimmie%20Allen
100,christian,Jimmy%20Needham
68,pop,Jimmy%20Needham
40,singer-songwriter,Jimmy%20Needham
40,male vocalists,Jimmy%20Needham
22,christian rock,Jimmy%20Needham
100,hip-hop,Jin
83,rap,Jin
50,hip hop,Jin
30,power metal,Jin
27,instrumental,Jin
100,pop,Joe%20Vitale
100,rock,Joe%20Vitale
100,punk,Joey%20Ramone
90,punk rock,Joey%20Ramone
39,rock,Joey%20Ramone
30,classic rock,Joey%20Ramone
17,alternative,Joey%20Ramone
100,metalcore,John%20Doe
61,hardcore,John%20Doe
59,singer-songwriter,John%20Doe
49,deathcore,John%20Doe
44,americana,John%20Doe
100,hip-hop,John%20Forte
37,hip hop,John%20Forte
37,alternative,John%20Forte
37,east coast,John%20Forte
28,rap,John%20Forte
100,alternative,John%20Frusciante
93,singer-songwriter,John%20Frusciante
88,experimental,John%20Frusciante
86,rock,John%20Frusciante
70,alternative rock,John%20Frusciante
100,indie,John%20Mark%20McMillan
89,christian,John%20Mark%20McMillan
60,worship,John%20Mark%20McMillan
56,singer-songwriter,John%20Mark%20McMillan
41,praise and worship,John%20Mark%20McMillan
100,soul,John%20Newman
98,pop,John%20Newman
71,british,John%20Newman
34,neo soul,John%20Newman
100,country,Johnny%20Bond
84,rockabilly,Johnny%20Bond
50,classic country,Johnny%20Bond
34,rock n roll,Johnny%20Bond
100,country,Johnny%20Cash%20%26%20June%20Carter
36,classic country,Johnny%20Cash%20%26%20June%20Carter
23,classic rock,Johnny%20Cash%20%26%20June%20Carter
100,country,Johnny%20Darrell
100,dance,Johnny%20Vicious
100,techno,Johnny%20Vicious
67,electronic,Johnny%20Vicious
50,trance,Johnny%20Vicious
50,house,Johnny%20Vicious
100,folk,Johnnyswim
75,soul,Johnnyswim
50,pop,Johnnyswim
50,rock,Johnnyswim
50,female vocalists,Johnnyswim
100,christian,Jordan%20Feliz
50,pop,Jordan%20Feliz
50,soul,Jordan%20Feliz
50,folk,Jordan%20Feliz
100,pop,Jordan%20Pruitt
65,disney,Jordan%20Pruitt
57,female vocalists,Jordan%20Pruitt
26,pop rock,Jordan%20Pruitt
100,rap,JR%20Writer
75,hip-hop,JR%20Writer
50,east coast,JR%20Writer
46,hip hop,JR%20Writer
100,electronic,Junkie%20XL
44,dance,Junkie%20XL
36,electronica,Junkie%20XL
33,trance,Junkie%20XL
100,jazz,Katie%20Melua
92,female vocalists,Katie%20Melua
71,blues,Katie%20Melua
50,singer-songwriter,Katie%20Melua
40,pop,Katie%20Melua
100,blues rock,Keef%20Hartley%20Band
57,progressive rock,Keef%20Hartley%20Band
50,classic rock,Keef%20Hartley%20Band
48,blues,Keef%20Hartley%20Band
25,rock,Keef%20Hartley%20Band
100,christian,Keith%20%26%20Kristyn%20Getty
80,worship,Keith%20%26%20Kristyn%20Getty
40,celtic,Keith%20%26%20Kristyn%20Getty
100,progressive rock,Keith%20Emerson
46,classic rock,Keith%20Emerson
28,soundtrack,Keith%20Emerson
28,progressive,Keith%20Emerson
25,fusion,Keith%20Emerson
100,classic rock,Keith%20Moon
57,singer-songwriter,Kevin%20Devine
47,indie,Kevin%20Devine
41,folk,Kevin%20Devine
24,acoustic,Kevin%20Devine
18,folk rock,Kevin%20Devine
100,jazz,Kevin%20Spacey
80,swing,Kevin%20Spacey
66,soundtrack,Kevin%20Spacey
100,garage rock,Kim%20Fowley
95,psychedelic,Kim%20Fowley
84,psychedelic rock,Kim%20Fowley
50,rock,Kim%20Fowley
49,60s,Kim%20Fowley
100,acoustic,Kina%20Grannis
65,female vocalists,Kina%20Grannis
36,singer-songwriter,Kina%20Grannis
29,guitar,Kina%20Grannis
100,indie,Kishi%20Bashi
77,folk,Kishi%20Bashi
56,pop,Kishi%20Bashi
35,indie pop,Kishi%20Bashi
29,world,Kishi%20Bashi
100,industrial,KMFDM
33,electronic,KMFDM
25,german,KMFDM
100,thrash metal,Kreator
20,metal,Kreator
18,german,Kreator
12,heavy metal,Kreator
100,dubstep,Krewella
83,electronic,Krewella
41,female vocalists,Krewella
100,hard rock,KXM
34,rock,KXM
34,alternative metal,KXM
27,alternative rock,KXM
7,metal,KXM
100,spanish,La%20Oreja%20de%20Van%20Gogh
87,pop,La%20Oreja%20de%20Van%20Gogh
49,female vocalists,La%20Oreja%20de%20Van%20Gogh
39,latin,La%20Oreja%20de%20Van%20Gogh
88,hip-hop,Lady%20Sovereign
55,british,Lady%20Sovereign
49,rap,Lady%20Sovereign
47,female vocalists,Lady%20Sovereign
100,jazz,Larry%20Coryell
59,guitar,Larry%20Coryell
43,fusion,Larry%20Coryell
39,jazz fusion,Larry%20Coryell
27,instrumental,Larry%20Coryell
58,latin,Larry%20Hernandez
100,country,Lee%20Roy%20Parnell
47,blues,Lee%20Roy%20Parnell
47,modern country,Lee%20Roy%20Parnell
20,male,Lee%20Roy%20Parnell
20,americana,Lee%20Roy%20Parnell
100,female vocalists,Lenka
93,pop,Lenka
80,indie pop,Lenka
64,australian,Lenka
62,indie,Lenka
100,fusion,Lenny%20White
95,jazz,Lenny%20White
75,funk,Lenny%20White
74,jazz fusion,Lenny%20White
94,jazz,Letta%20Mbulu
63,world,Letta%20Mbulu
57,female vocalists,Letta%20Mbulu
100,soul,Lianne%20La%20Havas
60,british,Lianne%20La%20Havas
57,folk,Lianne%20La%20Havas
52,female vocalists,Lianne%20La%20Havas
33,indie folk,Lianne%20La%20Havas
100,metal,Life%20Of%20Agony
68,alternative metal,Life%20Of%20Agony
63,rock,Life%20Of%20Agony
58,hardcore,Life%20Of%20Agony
51,hard rock,Life%20Of%20Agony
100,indie pop,London%20Grammar
85,electronic,London%20Grammar
82,indie,London%20Grammar
68,female vocalists,London%20Grammar
60,british,London%20Grammar
100,country,Lorrie%20Morgan%20%26%20Sammy%20Kershaw
100,female vocalists,Lorrie%20Morgan%20%26%20Sammy%20Kershaw
100,american,Lorrie%20Morgan%20%26%20Sammy%20Kershaw
100,male vocalists,Lorrie%20Morgan%20%26%20Sammy%20Kershaw
100,indie,Louis%20XIV
96,indie rock,Louis%20XIV
65,rock,Louis%20XIV
62,alternative,Louis%20XIV
42,alternative rock,Louis%20XIV
100,rock,Ludo
83,pop punk,Ludo
74,alternative,Ludo
50,indie rock,Ludo
33,emo,Ludo
43,latin,Luis%20Enrique
18,latin pop,Luis%20Enrique
100,jazz,Luis%20Gasca
20,fusion,Luis%20Gasca
20,latin,Luis%20Gasca
71,experimental,Man%20Man
45,indie,Man%20Man
33,indie rock,Man%20Man
19,post-rock,Man%20Man
100,comedy,Mancow
34,hip hop,Mancow
34,rock,Mancow
34,80s,Mancow
34,rap,Mancow
100,reggae,Manu%20Chao
86,latin,Manu%20Chao
57,alternative,Manu%20Chao
55,world,Manu%20Chao
54,ska,Manu%20Chao
100,worship,Mark%20Condon
100,hip-hop,Masta%20Ace
63,rap,Masta%20Ace
46,underground hip-hop,Masta%20Ace
42,hip hop,Masta%20Ace
33,new york,Masta%20Ace
100,emo,Matchbook%20Romance
57,rock,Matchbook%20Romance
47,alternative,Matchbook%20Romance
40,punk,Matchbook%20Romance
26,screamo,Matchbook%20Romance
100,singer-songwriter,Matt%20Costa
99,acoustic,Matt%20Costa
71,folk,Matt%20Costa
71,indie,Matt%20Costa
39,alternative,Matt%20Costa
100,jazz,Medeski%20Martin%20%26%20Wood
52,funk,Medeski%20Martin%20%26%20Wood
49,fusion,Medeski%20Martin%20%26%20Wood
35,experimental,Medeski%20Martin%20%26%20Wood
31,instrumental,Medeski%20Martin%20%26%20Wood
100,jazz,Mel%20Torme
70,swing,Mel%20Torme
44,vocal jazz,Mel%20Torme
36,male vocalists,Mel%20Torme
29,jazz vocal,Mel%20Torme
100,soul,Melvin%20Riley
100,r&b,Melvin%20Riley
100,rnb,Melvin%20Riley
100,funk,Meters
54,soul,Meters
29,new orleans,Meters
23,70s,Meters
100,rock,Mick%20Jones
29,80s,Mick%20Jones
29,hard rock,Mick%20Jones
100,pop punk,Midtown
80,rock,Midtown
60,emo,Midtown
58,punk,Midtown
55,punk rock,Midtown
100,electronic,Miike%20Snow
75,electropop,Miike%20Snow
46,pop,Miike%20Snow
40,dance,Miike%20Snow
100,drum and bass,Mista
42,dubstep,Mista
42,rnb,Mista
25,pop,Mista
17,dance,Mista
100,rapcore,Moonshine%20Bandits
86,southern rock,Moonshine%20Bandits
58,rap,Moonshine%20Bandits
29,country,Moonshine%20Bandits
100,rap,Mozzy
34,hip-hop,Mozzy
34,hip hop,Mozzy
17,gangsta rap,Mozzy
100,disco,Munich%20Machine
35,funk,Munich%20Machine
27,70s,Munich%20Machine
100,hip-hop,Murs
54,underground hip-hop,Murs
40,hip hop,Murs
37,rap,Murs
100,hip-hop,Mystic
47,soul,Mystic
47,progressive metal,Mystic
40,hip hop,Mystic
40,rap,Mystic
100,freestyle,Nancy%20Martinez
19,pop,Nancy%20Martinez
19,female vocalists,Nancy%20Martinez
19,canadian,Nancy%20Martinez
100,soul,Natural%20Four
15,male,Natural%20Four
15,70s,Natural%20Four
15,funk,Natural%20Four
100,pop punk,Neck%20Deep
26,rock,Neck%20Deep
26,punk rock,Neck%20Deep
24,hardcore,Neck%20Deep
23,alternative rock,Neck%20Deep
100,heavy metal,Newsted
79,thrash metal,Newsted
43,metal,Newsted
23,hard rock,Newsted
100,psychedelic rock,Nick%20Mason
96,experimental,Nick%20Mason
96,progressive rock,Nick%20Mason
55,classic rock,Nick%20Mason
100,comedy,Nick%20Swardson
53,stand-up,Nick%20Swardson
40,stand-up comedy,Nick%20Swardson
16,spoken word,Nick%20Swardson
100,death metal,Nile
16,metal,Nile
7,grindcore,Nile
100,pop,No%20Secrets
55,female vocalists,No%20Secrets
25,disney,No%20Secrets
100,pop,Nobody%27s%20Angel
64,disney,Nobody%27s%20Angel
46,female vocalists,Nobody%27s%20Angel
100,indie,Noisettes
96,indie rock,Noisettes
90,female vocalists,Noisettes
82,british,Noisettes
61,rock,Noisettes
100,blues,North%20Mississippi%20Allstars
100,southern rock,North%20Mississippi%20Allstars
94,blues rock,North%20Mississippi%20Allstars
50,jam,North%20Mississippi%20Allstars
45,rock,North%20Mississippi%20Allstars
100,metalcore,Oh%2C%20Sleeper
65,post-hardcore,Oh%2C%20Sleeper
44,christian,Oh%2C%20Sleeper
35,hardcore,Oh%2C%20Sleeper
100,post-hardcore,Our%20Last%20Night
43,screamo,Our%20Last%20Night
33,emocore,Our%20Last%20Night
30,hardcore,Our%20Last%20Night
20,emo,Our%20Last%20Night
100,christian,Out%20Of%20Eden
58,gospel,Out%20Of%20Eden
46,contemporary christian,Out%20Of%20Eden
38,female vocalists,Out%20Of%20Eden
24,r&b,Out%20Of%20Eden
100,folk,Over%20The%20Rhine
89,indie,Over%20The%20Rhine
78,female vocalists,Over%20The%20Rhine
54,alt-country,Over%20The%20Rhine
51,alternative,Over%20The%20Rhine
100,female vocalists,Patti%20Scialfa
96,singer-songwriter,Patti%20Scialfa
73,rock,Patti%20Scialfa
43,americana,Patti%20Scialfa
26,pop,Patti%20Scialfa
100,saxophone,Paul%20Desmond%20With%20The%20Modern%20Jazz%20Quartet
50,jazz,Paul%20Desmond%20With%20The%20Modern%20Jazz%20Quartet
100,progressive rock,Phil%20Manzanera
46,rock,Phil%20Manzanera
32,british,Phil%20Manzanera
32,ambient,Phil%20Manzanera
20,guitar,Phil%20Manzanera
100,american idol,Phil%20Stacey
30,country,Phil%20Stacey
45,thrash metal,Philip%20H.%20Anselmo%20%26%20The%20Illegals
35,metal,Philip%20H.%20Anselmo%20%26%20The%20Illegals
100,folk,Phosphorescent
79,singer-songwriter,Phosphorescent
63,indie,Phosphorescent
49,lo-fi,Phosphorescent
100,hip-hop,Pink%20Guy
70,rap,Pink%20Guy
66,comedy,Pink%20Guy
100,alternative,PJ%20Harvey%20%26%20John%20Parish
87,rock,PJ%20Harvey%20%26%20John%20Parish
77,female vocalists,PJ%20Harvey%20%26%20John%20Parish
67,singer-songwriter,PJ%20Harvey%20%26%20John%20Parish
62,indie,PJ%20Harvey%20%26%20John%20Parish
100,alternative rock,Placebo
96,alternative,Placebo
81,rock,Placebo
56,indie,Placebo
46,britpop,Placebo
100,house,Planet%20Soul
88,90s,Planet%20Soul
75,dance,Planet%20Soul
38,electronic,Planet%20Soul
100,hip-hop,Prince%20Paul
63,hip hop,Prince%20Paul
39,rap,Prince%20Paul
39,new york,Prince%20Paul
100,punk,Propagandhi
71,punk rock,Propagandhi
42,hardcore punk,Propagandhi
41,political,Propagandhi
38,hardcore,Propagandhi
100,female vocalists,Pure%20Soul
100,rnb,Pure%20Soul
50,soul,Pure%20Soul
50,90s,Pure%20Soul
50,rhythm and blues,Pure%20Soul
100,christian,pureNRG
86,pop,pureNRG
50,dance,pureNRG
100,alternative rock,PVRIS
57,rock,PVRIS
55,electronic,PVRIS
51,female vocalists,PVRIS
35,alternative,PVRIS
100,rapcore,Quarashi
81,hip-hop,Quarashi
40,rock,Quarashi
37,rap,Quarashi
100,country,Rachel%20Proctor
43,female vocalists,Rachel%20Proctor
31,contemporary country,Rachel%20Proctor
20,female vocalist,Rachel%20Proctor
100,rock,Racing%20Cars
80,70s,Racing%20Cars
40,classic rock,Racing%20Cars
40,pop,Racing%20Cars
40,british,Racing%20Cars
100,rock,Ray%20Davies
96,singer-songwriter,Ray%20Davies
84,british,Ray%20Davies
78,classic rock,Ray%20Davies
38,pop,Ray%20Davies
100,hip-hop,RBX
77,west coast,RBX
